Tweet,UserHandle,Party,Issue,Stance
points clarified by ministry to remove any doubt about the current position of income tax law in respect of gold,arunjaitley,BJP,GST,Agreement
tribute to guruteghbahadur ji on his martyrdom bankers have turned themselves as money exchanger for commissionUSER_MENTION defeating demonetisation scheme,arunjaitley,BJP,Demonetisation,Agreement
my interview on currency demonetisation nov,arunjaitley,BJP,Demonetisation,Agreement
india cannot afford to live with black money any longer honesty integrity ethical conduct are requirements of indias development,arunjaitley,BJP,Demonetisation,Agreement
cancellation of legal tender of was long overdue it curbs counterfeit black money only holders of crime money will suffer,arunjaitley,BJP,Demonetisation,Agreement
addressing media after the gst council meeting november,arunjaitley,BJP,GST,Agreement
chairing the meeting of the gst council in new delhi november,arunjaitley,BJP,GST,Agreement
briefing media on gst rate structure after the meeting of the gst council november,arunjaitley,BJP,GST,Agreement
two important issues before the gst council,arunjaitley,BJP,GST,Agreement
briefing media after the conclusion of the meeting of the gst council october,arunjaitley,BJP,GST,Agreement
addressing the meeting of gst council in new delhi october,arunjaitley,BJP,GST,Agreement
launching vittshala a financial literacy initiative by the srcc october make in india mission is getting very slow response from fdi.improve some points on fdi to attract,arunjaitley,BJP,FDIPolicy,Agreement
success of ids emboldens strict stand of pm USER_MENTION ji against black money making india a tax compliant society,arunjaitley,BJP,GST,Agreement
briefing media about the outcome of the meeting of the gst council sept,arunjaitley,BJP,GST,Agreement
meeting with delegation of owners publishers of newspapers to discuss issues relating to gst sept,arunjaitley,BJP,GST,Agreement
chairing the first meeting of the gst council sept,arunjaitley,BJP,GST,Agreement
the requisite number of states have ratified the gst constitution amendment bill and now it can go for presidential assent,arunjaitley,BJP,GST,Agreement
my response to the debate on gst bill in lok sabha august,arunjaitley,BJP,GST,Agreement
my speech in ls in respect of rs amendments in the constitution amendment bill gst august,arunjaitley,BJP,GST,Agreement
watch me address a press conference on gst at pm today,arunjaitley,BJP,GST,Agreement
gst once enforced in the country it would boost gdp growth attract higher investment and would promote easeofdoingbusiness in india,arunjaitley,BJP,GDP growth,Agreement
passing const amend bill gst in rs today is a historic event it would herald one marketone nation a way to transformingindia,arunjaitley,BJP,GST,Agreement
my response to a discussion in lok sabha on price rise july,arunjaitley,BJP,Inflation control,Agreement
addressing media on gst after a meeting of empowered committee of state fms in kolkata june,arunjaitley,BJP,GST,Agreement
it refunds of cr issued in automated issued within days a milestone in transformingindia transparent tax systems,arunjaitley,BJP,GST,Agreement
my response in rajya sabha today with respect to discussion on the aadhar bill,arunjaitley,BJP,Aadhar linking,Agreement
my speech in rajya sabha today at the introduction of the aadhar bill,arunjaitley,BJP,Aadhar linking,Agreement
supreme court order permitting voluntary use of aadhar is a positive step forward,arunjaitley,BJP,Aadhar linking,Agreement
the nda campaign against black money URL,arunjaitley,BJP,Demonetisation,Agreement
satisfying our efforts are paying off india becomes the highest fdi destination for greenfield projects,arunjaitley,BJP,FDIPolicy,Agreement
watch my response in rajya sabha with respect to discussion on the black money and imposition of tax bill URL,arunjaitley,BJP,GST,Agreement
my speech tax vision for india at the peterson institute for international,arunjaitley,BJP,GST,Agreement
read my consolidated rajya sabha lok sabha response with respect to black money in parliament URL,arunjaitley,BJP,Demonetisation,Agreement
video link of my response on black money as delivered in rajya sabha on november URL,arunjaitley,BJP,Demonetisation,Agreement
this day let us initiate swachh bharat abhiyan for children and take another step in creating clean india for future generations,arunjaitley,BJP,Swacch Bharat,Agreement
confidentiality clauses and the battle for tracing black money outside india URL,arunjaitley,BJP,Demonetisation,Agreement
read my article the approach on black money is doggedly persistent not adventurist by clicking on this link URL,arunjaitley,BJP,Demonetisation,Agreement
USER_MENTION we are in favour of building shri ram mandir at ayodhya the issue is currently pending in the supreme court,arunjaitley,BJP,Ram Mandir,Agreement
please watch my speech on simplification of tax in india at ficci auditorium URL,arunjaitley,BJP,GST,Agreement
USER_MENTION this is a very important question let me reply in two parts curtailing inflation rebuilding investment cycle,arunjaitley,BJP,Inflation control,Agreement
today inaugurated laid foundations for several projects worth for padmavati medical college and sv today inaugurated laid foundations for several projects worth for padmavati medical college and sv mediacal college tirupati,MVenkaiahNaidu,BJP,Padmavati film screening,Agreement
jan dhan deposits touch rs cr rs cr added during demonetization jan dhan deposits touch rs cr rs cr added during demonetization URL,MVenkaiahNaidu,BJP,Demonetisation,Agreement
gst spirit is about growing stronger together prime minister USER_MENTION gst spirit is about growing stronger together prime minister USER_MENTION URL,MVenkaiahNaidu,BJP,GST,Agreement
ujjwala scheme govt crosses crore lpg connections ujjwala scheme govt crosses crore lpg connections URL,MVenkaiahNaidu,BJP,lgp price hike,Agreement
gst a critical reform that will drive economic growth gst a critical reform that will drive economic growth URL,MVenkaiahNaidu,BJP,GST,Agreement
monthly card payments hit record rs crore sbi medium term positive impact of demonetisation is showing up URL,MVenkaiahNaidu,BJP,Demonetisation,Agreement
consumer inflation in june at record low of consumer inflation in june at record low of URL,MVenkaiahNaidu,BJP,Inflation control,Agreement
gst is saving time money for truck drivers assocham gst is saving time money for truck drivers assocham URL,MVenkaiahNaidu,BJP,GST,Agreement
our govt has put in place enabling ecosystem to promote affordable housing infrastructure status tax exemption rera clss to name a,MVenkaiahNaidu,BJP,GST,Agreement
addressing an interactive session on gst and years of modi govt making of developed india,MVenkaiahNaidu,BJP,GST,Agreement
gst has been embraced by all states stakeholders opposition instead of criticising must have been a part of gst has been embraced by all states stakeholders opposition instead of criticising must have been a part of constructive,MVenkaiahNaidu,BJP,GST,Agreement
i appeal to all to join hands in taking forward gst in direction of benefitting people economy instead of i appeal to all to join hands in taking forward gst in direction of benefitting people economy instead of spreading misleading,MVenkaiahNaidu,BJP,GST,Agreement
auto industry set to see accelerated growth after gst implementation via nmapp auto industry set to see accelerated growth after gst implementation URL via,MVenkaiahNaidu,BJP,GST,Agreement
with gst india heading towards a transparent tax regime pm USER_MENTION via nmapp with gst india heading towards a transparent tax regime pm USER_MENTION URL via,MVenkaiahNaidu,BJP,GST,Agreement
happy that joined rest of the nation by passing gst resolution through a special session onenationonetax,MVenkaiahNaidu,BJP,GST,Agreement
gst may help indian economy save up to rs crore at check posts via nmapp gst may help indian economy save up to rs crore at check posts URL via,MVenkaiahNaidu,BJP,GST,Agreement
gst impact good news for consumers fmcg companies to extend tax benefits slash gst impact good news for consumers fmcg companies to extend tax benefits slash prices URL via,MVenkaiahNaidu,BJP,GST,Agreement
ratings agency USER_MENTION gungho about gst regime being positive for indias credit profile growth,MVenkaiahNaidu,BJP,GST,Agreement
textiles sector has links to both agriculture and industry it contributes to indias manufacturing production textilesindia2017pic.twitter.com mlvylobftq anyone who has been able to buy a product i do not know any milai income tax is tax on income i b min venkaiah naidu,MVenkaiahNaidu,BJP,GST,Agreement
resolve with which nda govt pursued gst and brought about its implementation is a fine example of pm vision of,MVenkaiahNaidu,BJP,GST,Agreement
goodandsimpletax gst ends inspector raj person replaced by software paytax file returns you wont even see goodandsimpletax gst ends inspector raj person replaced by software paytax file returns you wont even see your assessing,MVenkaiahNaidu,BJP,GST,Agreement
